X	Y	Z
7.664	-1.250	2.295
7.742	-1.255	2.279
7.480	-1.068	2.159
7.568	-1.094	2.100
7.526	-1.160	2.129
7.578	-1.160	2.137
7.518	-1.120	2.166
7.591	-1.122	2.169
7.622	-1.128	2.117
7.658	-1.091	2.111
7.735	-1.108	2.102
7.640	-1.175	2.137
7.694	-1.167	2.182
7.639	-1.104	2.159
7.681	-1.140	2.125
7.744	-1.092	2.149
7.743	-1.142	2.168
7.689	-1.114	2.174
7.583	-1.048	2.082
7.533	-1.010	2.086
7.607	-1.017	2.118
7.592	-0.968	2.119
7.520	-1.077	2.126
7.502	-1.026	2.141
7.540	-1.074	2.180
7.577	-1.061	2.145
7.615	-1.059	2.181
7.606	-1.009	2.174
7.638	-1.047	2.085
7.698	-1.071	2.079
7.712	-1.029	2.102
7.665	-1.010	2.117
7.654	-0.965	2.094
7.711	-0.972	2.070
7.675	-1.058	2.149
7.735	-1.032	2.150
7.640	-0.977	2.147
7.669	-1.018	2.183
7.588	-1.094	2.214
7.604	-1.201	2.290
7.576	-1.120	2.255
7.599	-1.151	2.298
7.610	-1.091	2.291
7.655	-1.191	2.218
7.711	-1.169	2.238
7.643	-1.097	2.213
7.629	-1.140	2.239
7.686	-1.125	2.234
7.735	-1.111	2.222
7.656	-1.201	2.268
7.703	-1.213	2.295
7.742	-1.167	2.280
7.658	-1.123	2.285
7.725	-1.113	2.277
7.608	-1.036	2.247
7.564	-1.001	2.214
7.598	-0.960	2.194
7.677	-1.057	2.220
7.723	-1.067	2.201
7.648	-0.975	2.200
7.660	-1.010	2.234
7.714	-1.017	2.242
7.652	-1.064	2.268
7.679	-1.043	2.305
7.726	-1.031	2.290
7.641	-0.973	2.262
7.676	-0.981	2.310
7.736	-0.965	2.255
7.740	-1.236	2.331
7.388	-0.970	2.423
7.445	-0.980	2.416
7.420	-1.026	2.456
7.430	-0.966	2.462
7.486	-0.970	2.446
7.603	-1.120	2.373
7.662	-1.164	2.323
7.663	-1.203	2.357
7.624	-1.170	2.370
7.676	-1.153	2.375
7.712	-1.194	2.342
7.631	-1.106	2.334
7.678	-1.098	2.355
7.735	-1.147	2.331
7.736	-1.094	2.357
7.660	-1.160	2.430
7.725	-1.166	2.423
7.651	-1.114	2.411
7.709	-1.100	2.413
7.707	-1.051	2.372
7.622	-0.961	2.319
7.728	-1.015	2.343
7.724	-0.964	2.331
7.694	-0.973	2.380
7.744	-0.978	2.397
7.780	-1.290	2.150
7.827	-1.263	2.138
7.853	-1.219	2.131
7.870	-1.254	2.180
7.987	-1.467	2.211
7.758	-1.304	2.197
7.807	-1.283	2.201
7.852	-1.280	2.229
7.747	-1.263	2.228
7.789	-1.233	2.225
8.101	-1.352	2.208
8.159	-1.447	2.199
8.188	-1.457	2.246
8.215	-1.442	2.183
8.249	-1.457	2.223
8.191	-1.380	2.188
8.226	-1.417	2.261
7.774	-1.154	2.093
7.805	-1.108	2.071
7.790	-1.110	2.119
7.837	-1.140	2.119
7.780	-1.194	2.147
7.864	-1.170	2.151
7.816	-1.157	2.178
7.801	-1.096	2.166
7.859	-1.124	2.181
7.913	-1.169	2.128
7.874	-1.097	2.125
7.910	-1.113	2.158
7.783	-1.057	2.105
7.834	-1.052	2.109
7.771	-1.002	2.100
7.818	-0.982	2.093
7.776	-1.025	2.183
7.803	-0.993	2.151
7.758	-1.169	2.213
7.803	-1.171	2.246
7.848	-1.185	2.226
7.788	-1.123	2.214
7.839	-1.126	2.229
7.778	-1.207	2.293
7.774	-1.089	2.258
7.773	-1.128	2.300
7.829	-1.140	2.299
7.808	-1.051	2.245
7.805	-0.979	2.247
7.859	-1.040	2.274
7.765	-0.987	2.310
7.851	-0.980	2.275
7.904	-1.059	2.306
7.985	-1.058	2.262
7.902	-1.005	2.297
7.968	-1.007	2.279
7.995	-0.969	2.260
8.024	-1.030	2.238
8.063	-0.982	2.247
8.015	-1.026	2.288
8.073	-1.026	2.291
8.047	-0.964	2.295
8.103	-0.978	2.278
8.158	-0.974	2.273
8.231	-0.980	2.310
7.927	-1.456	2.397
7.806	-1.257	2.341
7.857	-1.219	2.335
7.837	-1.461	2.491
7.956	-1.260	2.517
8.059	-1.457	2.367
8.114	-1.421	2.340
8.111	-1.378	2.368
8.117	-1.463	2.382
8.125	-1.402	2.435
8.167	-1.457	2.356
8.250	-1.462	2.311
8.174	-1.385	2.353
8.158	-1.414	2.395
8.230	-1.434	2.413
8.179	-1.368	2.402
8.131	-1.350	2.417
8.229	-1.355	2.403
7.804	-1.184	2.340
7.764	-1.164	2.374
7.847	-1.164	2.355
7.760	-1.094	2.402
7.817	-1.099	2.382
7.874	-1.120	2.317
7.888	-1.104	2.376
7.982	-1.151	2.423
7.980	-1.089	2.427
7.800	-1.053	2.359
7.781	-0.963	2.360
7.757	-1.043	2.392
7.789	-1.060	2.426
7.791	-1.008	2.421
7.822	-0.997	2.379
7.966	-1.041	2.370
7.888	-0.966	2.330
7.994	-1.000	2.337
7.941	-0.965	2.332
7.995	-0.962	2.370
7.999	-1.026	2.414
7.811	-1.106	2.440
7.981	-1.197	2.497
7.831	-0.983	2.446
7.967	-1.068	2.499
7.999	-1.006	2.466
8.105	-1.110	2.432
8.026	-1.036	2.365
8.101	-1.059	2.320
8.076	-1.028	2.364
8.126	-1.047	2.373
8.042	-0.983	2.367
8.087	-0.976	2.339
8.061	-1.058	2.408
8.046	-0.993	2.419
8.007	-0.965	2.437
8.127	-1.002	2.402
8.106	-0.970	2.438
8.144	-0.996	2.346
8.220	-0.996	2.357
8.171	-1.043	2.400
8.210	-1.063	2.431
8.253	-1.025	2.430
8.173	-0.961	2.398
8.252	-0.962	2.380
8.000	-1.111	2.480
8.031	-1.074	2.451
8.072	-1.028	2.450
8.039	-1.011	2.499
8.097	-0.990	2.493
8.152	-0.969	2.471
8.219	-0.979	2.465
8.152	-1.020	2.519
9.199	-1.089	1.582
9.266	-1.121	1.582
9.158	-1.094	1.616
9.212	-1.093	1.636
9.259	-1.115	1.638
9.157	-1.075	1.547
9.172	-1.042	1.591
9.175	-0.982	1.591
9.182	-1.057	1.656
9.191	-0.971	1.638
9.173	-1.009	1.670
9.209	-1.102	1.691
9.261	-1.113	1.700
9.245	-1.107	1.751
9.222	-1.091	1.797
9.278	-1.104	1.790
9.171	-1.061	1.720
9.201	-0.967	1.687
9.173	-1.011	1.735
9.191	-1.058	1.771
9.197	-0.966	1.746
9.179	-1.009	1.791
9.230	-1.108	1.860
9.271	-1.108	1.891
9.229	-1.094	1.923
9.199	-1.059	1.839
9.181	-1.009	1.856
9.205	-1.057	1.894
9.210	-0.961	1.867
9.187	-1.002	1.910
9.275	-1.105	1.950
9.241	-1.089	1.990
9.277	-1.100	2.030
9.188	-1.056	1.946
9.205	-1.029	1.991
9.213	-0.961	1.937
9.211	-0.965	1.988
9.215	-1.064	2.031
9.211	-1.010	2.038
9.227	-0.961	2.041
8.333	-1.742	2.279
8.353	-1.695	2.275
8.303	-1.650	2.307
8.368	-1.649	2.299
8.441	-1.697	2.279
8.397	-1.704	2.307
8.483	-1.669	2.295
8.417	-1.645	2.284
8.509	-1.621	2.295
8.342	-1.580	2.297
8.477	-1.578	2.306
8.505	-1.521	2.302
8.536	-1.666	2.278
8.540	-1.716	2.306
8.561	-1.602	2.306
8.585	-1.553	2.303
8.609	-1.499	2.289
8.460	-1.762	2.330
8.316	-1.692	2.365
8.330	-1.714	2.322
8.362	-1.681	2.340
8.354	-1.617	2.342
8.309	-1.645	2.401
8.313	-1.604	2.434
8.382	-1.622	2.387
8.439	-1.680	2.327
8.483	-1.670	2.373
8.406	-1.641	2.333
8.448	-1.634	2.366
8.498	-1.612	2.351
8.433	-1.711	2.391
8.431	-1.602	2.402
8.393	-1.651	2.426
8.344	-1.570	2.355
8.346	-1.522	2.375
8.262	-1.591	2.409
8.282	-1.539	2.430
8.366	-1.577	2.404
8.281	-1.512	2.383
8.315	-1.474	2.389
8.364	-1.481	2.405
8.433	-1.585	2.340
8.385	-1.558	2.322
8.401	-1.558	2.370
8.447	-1.538	2.353
8.501	-1.561	2.350
8.473	-1.490	2.359
8.406	-1.567	2.435
8.430	-1.528	2.407
8.311	-1.666	2.475
8.263	-1.649	2.502
8.282	-1.605	2.473
8.357	-1.630	2.466
8.289	-1.692	2.528
8.307	-1.626	2.513
8.363	-1.603	2.509
8.439	-1.607	2.491
8.310	-1.561	2.471
8.358	-1.562	2.452
8.344	-1.539	2.503
8.306	-1.482	2.468
8.360	-1.482	2.488
8.335	-1.577	2.559
8.377	-1.558	2.538
8.267	-1.509	2.547
8.335	-1.524	2.557
8.368	-1.483	2.538
8.411	-1.554	2.483
8.413	-1.505	2.497
8.454	-1.475	2.468
8.411	-1.589	2.561
8.436	-1.549	2.544
8.436	-1.499	2.542
8.518	-1.666	2.333
8.547	-1.600	2.357
8.533	-1.491	2.523
8.896	-1.901	2.274
8.941	-1.965	2.297
8.923	-1.857	2.276
8.944	-1.905	2.295
8.991	-1.918	2.281
8.991	-1.867	2.287
8.913	-1.808	2.280
8.956	-1.823	2.309
9.017	-1.809	2.272
8.915	-1.766	2.311
9.005	-1.775	2.311
8.964	-1.729	2.309
9.038	-1.885	2.307
9.053	-1.803	2.311
9.071	-1.770	2.278
8.890	-1.717	2.308
8.990	-1.691	2.274
9.025	-1.727	2.306
8.890	-1.945	2.375
8.873	-1.890	2.362
8.840	-1.857	2.346
8.894	-1.859	2.396
8.928	-1.924	2.341
8.991	-1.953	2.324
8.985	-1.933	2.373
8.920	-1.866	2.326
8.938	-1.884	2.371
8.978	-1.890	2.332
9.024	-1.906	2.355
8.991	-1.938	2.423
8.897	-1.904	2.417
8.955	-1.898	2.422
8.985	-1.862	2.396
8.851	-1.803	2.342
8.896	-1.810	2.365
8.831	-1.798	2.398
8.889	-1.769	2.394
8.851	-1.735	2.388
8.946	-1.827	2.360
8.999	-1.836	2.337
9.000	-1.796	2.368
8.957	-1.776	2.346
8.950	-1.806	2.406
8.918	-1.829	2.439
9.020	-1.826	2.411
8.919	-1.734	2.413
8.983	-1.772	2.422
8.898	-1.932	2.498
8.982	-1.981	2.457
9.019	-1.941	2.469
8.918	-1.894	2.462
8.956	-1.906	2.500
8.950	-1.857	2.485
8.995	-1.889	2.468
9.016	-1.858	2.502
8.924	-1.974	2.542
8.959	-1.936	2.557
9.003	-1.959	2.531
9.023	-1.911	2.511
8.982	-1.889	2.544
8.950	-1.799	2.466
9.000	-1.808	2.455
8.946	-1.739	2.468
9.018	-1.735	2.445
9.020	-1.803	2.517
8.968	-1.797	2.546
9.020	-1.753	2.534
9.063	-1.948	2.338
9.094	-1.921	2.375
9.084	-1.867	2.323
9.129	-1.887	2.355
9.083	-1.964	2.405
9.044	-1.929	2.403
9.151	-1.928	2.394
9.053	-1.869	2.381
9.108	-1.859	2.391
9.113	-1.895	2.430
9.160	-1.958	2.435
9.200	-1.938	2.411
9.248	-1.946	2.384
9.083	-1.796	2.358
9.151	-1.839	2.372
9.103	-1.766	2.317
9.086	-1.809	2.406
9.146	-1.852	2.431
9.070	-1.731	2.426
9.103	-1.773	2.438
9.160	-1.745	2.421
9.071	-1.949	2.486
9.111	-1.920	2.500
9.045	-1.889	2.448
9.083	-1.860	2.474
9.148	-1.900	2.472
9.077	-1.953	2.555
9.129	-1.929	2.550
9.070	-1.892	2.530
9.034	-1.857	2.551
9.115	-1.863	2.519
9.100	-1.875	2.567
9.183	-1.955	2.486
9.195	-1.903	2.496
9.196	-1.920	2.549
9.158	-1.892	2.532
9.203	-1.859	2.538
9.048	-1.801	2.467
9.124	-1.826	2.484
9.141	-1.765	2.471
9.080	-1.827	2.560
9.151	-1.794	2.528
9.182	-1.818	2.456
9.258	-1.832	2.492
9.220	-1.793	2.485
9.264	-1.764	2.503
9.208	-1.795	2.534
8.932	-1.674	2.334
8.914	-1.724	2.360
8.951	-1.698	2.438
8.998	-1.677	2.431
8.959	-1.479	2.534
8.932	-1.532	2.565
9.054	-1.681	2.417
9.239	-1.634	2.560
8.495	-1.040	2.311
8.429	-0.968	2.311
8.555	-1.009	2.306
8.648	-0.994	2.308
8.292	-1.433	2.405
8.367	-1.426	2.405
8.261	-1.395	2.438
8.378	-1.373	2.376
8.503	-1.410	2.359
8.414	-1.443	2.410
8.483	-1.452	2.411
8.444	-1.378	2.405
8.434	-1.297	2.357
8.461	-1.332	2.428
8.507	-1.308	2.439
8.301	-1.468	2.524
8.380	-1.418	2.551
8.459	-1.428	2.486
8.473	-1.381	2.474
8.388	-1.269	2.443
8.525	-1.258	2.429
8.570	-1.232	2.438
8.563	-1.298	2.449
8.599	-1.325	2.474
8.604	-1.274	2.467
8.622	-1.227	2.470
8.582	-1.239	2.567
8.639	-1.216	2.548
8.729	-1.342	2.489
8.682	-1.226	2.457
8.726	-1.258	2.442
8.728	-1.221	2.481
8.685	-1.298	2.504
8.688	-1.225	2.519
8.753	-1.225	2.535
8.713	-1.268	2.538
8.388	-1.133	2.341
8.456	-1.131	2.330
8.506	-1.117	2.358
8.293	-0.996	2.374
8.317	-0.961	2.345
8.370	-0.992	2.321
8.438	-1.069	2.327
8.399	-1.034	2.355
8.441	-1.018	2.324
8.268	-1.090	2.459
8.353	-1.097	2.495
8.443	-1.205	2.513
8.399	-1.107	2.518
8.444	-1.140	2.549
8.463	-1.099	2.519
8.511	-1.138	2.557
8.304	-1.056	2.470
8.349	-1.043	2.500
8.318	-1.005	2.448
8.319	-1.071	2.560
8.366	-1.031	2.551
8.326	-1.000	2.564
8.380	-0.983	2.562
8.401	-1.056	2.493
8.461	-1.083	2.469
8.462	-1.039	2.499
8.410	-0.997	2.501
8.476	-0.980	2.503
8.507	-1.079	2.552
8.532	-1.168	2.345
8.533	-1.089	2.322
8.580	-1.093	2.342
8.619	-1.118	2.372
8.551	-1.167	2.396
8.638	-1.181	2.406
8.602	-1.149	2.422
8.680	-1.160	2.428
8.661	-1.094	2.388
8.648	-1.121	2.436
8.736	-1.140	2.438
8.609	-1.041	2.335
8.579	-1.055	2.379
8.696	-1.086	2.427
8.599	-1.170	2.474
8.637	-1.144	2.497
8.576	-1.100	2.478
8.567	-1.166	2.521
8.611	-1.155	2.566
8.559	-1.117	2.527
8.611	-1.108	2.539
8.655	-1.188	2.477
8.766	-1.188	2.446
8.708	-1.156	2.479
8.755	-1.154	2.503
8.652	-1.097	2.485
8.705	-1.108	2.499
8.687	-1.153	2.534
8.637	-1.046	2.482
8.634	-1.002	2.458
8.583	-0.967	2.505
8.615	-0.974	2.565
8.679	-0.961	2.559
9.241	-1.093	2.072
9.265	-1.113	2.114
9.233	-1.156	2.160
9.273	-1.122	2.163
9.232	-1.097	2.182
9.200	-1.041	2.078
9.231	-1.064	2.115
9.212	-0.985	2.087
9.211	-1.026	2.148
9.214	-0.964	2.136
9.224	-0.988	2.179
9.275	-1.089	2.232
9.142	-0.989	2.247
9.140	-1.048	2.263
9.101	-1.050	2.301
9.070	-0.976	2.308
9.115	-0.992	2.293
9.196	-1.028	2.228
9.214	-0.980	2.230
9.201	-1.048	2.284
9.248	-1.066	2.278
9.185	-0.964	2.277
9.238	-0.962	2.311
8.879	-1.359	2.507
8.929	-1.410	2.519
8.982	-1.410	2.519
8.925	-1.344	2.531
8.975	-1.354	2.529
8.848	-1.287	2.549
8.958	-1.304	2.512
8.933	-1.250	2.514
9.039	-1.358	2.501
9.045	-1.445	2.535
8.811	-1.170	2.435
8.874	-1.163	2.433
8.827	-1.120	2.439
8.875	-1.105	2.419
8.924	-1.127	2.428
8.989	-1.089	2.405
9.024	-1.031	2.359
9.019	-0.965	2.354
8.957	-1.030	2.404
8.925	-1.073	2.421
9.002	-1.025	2.434
8.797	-1.205	2.487
8.848	-1.176	2.481
8.783	-1.134	2.461
8.819	-1.123	2.494
8.892	-1.147	2.486
8.851	-1.089	2.475
8.881	-1.124	2.535
8.953	-1.185	2.501
8.957	-1.117	2.469
9.019	-1.138	2.459
8.997	-1.089	2.456
8.907	-1.165	2.561
8.936	-1.131	2.519
8.894	-1.061	2.478
8.951	-1.044	2.455
8.944	-1.082	2.502
8.904	-1.073	2.546
9.057	-1.079	2.374
9.116	-1.027	2.375
9.069	-0.993	2.364
9.111	-0.977	2.341
9.074	-1.042	2.407
9.061	-1.083	2.437
9.267	-1.081	2.327
9.254	-1.027	2.343
9.159	-0.995	2.342
9.263	-0.978	2.359
9.278	-1.049	2.389
9.273	-0.998	2.415
9.223	-1.003	2.460
9.280	-1.010	2.479
9.311	-1.077	0.570
9.335	-1.030	0.566
9.329	-0.992	0.529
9.323	-0.978	0.579
9.311	-1.067	0.638
9.344	-1.024	0.616
9.311	-0.961	0.637
9.288	-1.097	0.678
9.331	-1.041	0.678
9.324	-0.992	0.685
9.311	-1.072	0.730
9.331	-1.025	0.732
9.302	-0.961	0.728
9.320	-0.984	0.775
9.309	-1.090	0.839
9.325	-1.040	0.785
9.342	-1.051	0.831
9.328	-1.000	0.824
9.327	-1.061	0.879
9.308	-0.960	0.855
9.333	-1.008	0.885
9.307	-1.091	0.942
9.303	-1.092	0.993
9.340	-1.042	0.927
9.310	-0.966	0.911
9.335	-0.997	0.951
9.335	-1.057	0.978
9.326	-1.066	1.029
9.307	-0.961	0.973
9.331	-1.010	1.009
9.311	-0.965	1.023
9.318	-1.090	1.086
9.304	-1.090	1.135
9.335	-1.041	1.073
9.335	-0.987	1.063
9.333	-1.048	1.125
9.331	-0.994	1.118
9.311	-0.962	1.152
9.291	-1.100	1.182
9.286	-1.100	1.235
9.325	-1.065	1.174
9.336	-1.041	1.222
9.333	-1.008	1.169
9.310	-0.962	1.211
9.323	-1.074	1.262
9.335	-1.028	1.286
9.337	-0.972	1.253
9.309	-1.089	1.341
9.295	-1.105	1.393
9.335	-1.046	1.351
9.320	-0.969	1.302
9.340	-0.992	1.348
9.329	-1.063	1.399
9.339	-1.013	1.402
9.310	-0.960	1.393
9.292	-1.099	1.446
9.305	-1.099	1.498
9.337	-1.042	1.446
9.335	-0.989	1.447
9.335	-1.056	1.502
9.333	-1.004	1.499
9.318	-0.960	1.530
9.611	-2.763	2.047
9.427	-2.632	1.908
9.490	-2.627	1.911
9.359	-2.562	1.926
9.345	-2.514	1.911
9.454	-2.587	1.916
9.533	-2.596	1.921
9.459	-2.533	1.924
9.511	-2.545	1.913
9.396	-2.691	1.963
9.408	-2.636	1.959
9.453	-2.667	1.946
9.508	-2.688	2.051
9.472	-2.662	2.003
9.442	-2.662	2.051
9.524	-2.668	2.007
9.483	-2.628	2.039
9.407	-2.573	1.936
9.369	-2.596	1.966
9.331	-2.499	1.958
9.391	-2.505	1.951
9.375	-2.544	1.980
9.397	-2.601	2.016
9.343	-2.497	2.015
9.407	-2.529	2.021
9.367	-2.517	2.055
9.439	-2.596	1.981
9.488	-2.587	1.956
9.431	-2.543	1.973
9.470	-2.504	1.975
9.525	-2.513	1.952
9.498	-2.546	1.991
9.443	-2.596	2.041
9.535	-2.609	2.049
9.467	-2.553	2.030
9.446	-2.499	2.046
9.516	-2.497	1.999
9.538	-2.656	1.916
9.594	-2.538	1.924
9.662	-2.736	2.040
9.613	-2.714	2.033
9.576	-2.648	2.023
9.639	-2.668	2.031
9.567	-2.521	1.984
9.560	-2.567	2.018
9.608	-2.562	2.053
9.588	-2.508	2.046
9.620	-2.497	1.995
10.032	-2.744	2.037
10.029	-2.651	2.000
10.031	-2.629	2.046
10.040	-2.572	2.040
9.963	-2.529	2.030
10.045	-2.499	2.005
10.090	-2.717	1.982
10.168	-2.706	1.971
10.079	-2.630	1.985
10.080	-2.729	2.047
10.144	-2.697	2.024
10.086	-2.677	2.018
10.109	-2.652	2.055
10.175	-2.661	2.008
10.129	-2.629	2.013
10.223	-2.704	1.957
10.275	-2.697	1.962
10.231	-2.647	1.992
10.212	-2.670	2.045
10.239	-2.625	2.039
10.080	-2.572	1.982
10.048	-2.529	1.942
10.089	-2.496	1.947
10.136	-2.518	1.932
10.083	-2.603	2.053
10.170	-2.598	2.012
10.127	-2.578	2.055
10.099	-2.503	1.997
10.078	-2.504	2.052
10.134	-2.546	2.000
10.163	-2.513	2.022
10.217	-2.581	1.989
10.200	-2.580	2.055
10.291	-2.594	2.047
10.218	-2.523	2.030
10.266	-2.545	2.053
10.301	-2.517	2.032
9.522	-2.463	1.926
9.335	-2.456	1.932
9.319	-2.456	1.980
9.376	-2.438	1.958
9.324	-2.399	1.951
9.407	-2.398	1.954
9.388	-2.471	1.995
9.362	-2.435	2.037
9.295	-2.409	1.997
9.342	-2.391	2.005
9.402	-2.408	2.004
9.382	-2.369	2.043
9.435	-2.451	1.985
9.486	-2.437	1.973
9.533	-2.408	1.980
9.429	-2.446	2.041
9.477	-2.435	2.023
9.526	-2.444	2.015
9.536	-2.490	2.049
9.451	-2.386	2.021
9.509	-2.376	2.022
9.359	-2.339	1.999
9.406	-2.322	2.038
9.368	-2.253	2.044
9.418	-2.356	1.990
9.429	-2.306	1.990
9.498	-2.344	1.976
9.479	-2.296	1.977
9.464	-2.339	2.036
9.526	-2.329	2.038
9.454	-2.273	2.022
9.436	-2.240	2.055
9.491	-2.240	2.004
9.493	-2.290	2.050
9.571	-2.490	1.918
9.575	-2.437	1.924
9.562	-2.472	1.967
9.595	-2.435	1.991
9.579	-2.377	1.971
9.584	-2.450	2.050
9.630	-2.466	2.036
9.584	-2.392	2.020
9.543	-2.401	2.054
9.674	-2.368	1.978
9.764	-2.425	1.985
9.759	-2.376	1.961
9.686	-2.443	2.019
9.787	-2.480	2.041
9.739	-2.440	2.027
9.719	-2.391	2.023
9.776	-2.385	2.022
9.574	-2.307	2.034
9.553	-2.259	2.007
9.770	-2.328	1.975
9.716	-2.280	2.036
9.547	-2.194	1.995
9.908	-2.391	1.979
9.826	-2.438	2.034
9.848	-2.384	2.006
10.040	-2.444	2.003
9.971	-2.402	2.019
10.043	-2.373	2.004
10.046	-2.403	2.047
9.851	-2.336	2.023
9.902	-2.363	2.035
9.839	-2.277	2.037
9.906	-2.276	2.053
10.033	-2.315	1.961
9.986	-2.265	1.978
10.037	-2.257	1.973
9.992	-2.322	2.017
10.042	-2.321	2.022
10.017	-2.268	2.020
10.075	-2.438	1.929
10.109	-2.447	1.967
10.064	-2.395	1.956
10.109	-2.387	1.935
10.102	-2.394	1.991
10.174	-2.401	1.984
10.099	-2.435	2.019
10.138	-2.408	2.047
10.177	-2.444	1.949
10.225	-2.456	2.022
10.270	-2.480	2.054
10.271	-2.412	2.053
10.107	-2.339	1.967
10.161	-2.341	1.939
10.144	-2.305	1.990
10.092	-2.289	1.956
10.149	-2.256	1.963
10.090	-2.346	2.021
9.838	-2.225	2.048
9.890	-2.226	2.049
10.080	-2.226	1.943
9.327	-2.833	2.142
9.318	-2.780	2.172
9.326	-2.756	2.250
9.710	-2.762	2.064
9.695	-2.774	2.174
9.336	-2.724	2.147
9.401	-2.676	2.132
9.376	-2.628	2.125
9.364	-2.631	2.175
9.470	-2.702	2.112
9.431	-2.643	2.109
9.467	-2.724	2.168
9.510	-2.707	2.146
9.472	-2.651	2.150
9.418	-2.672	2.180
9.533	-2.655	2.149
9.370	-2.566	2.078
9.404	-2.586	2.132
9.387	-2.546	2.158
9.441	-2.568	2.084
9.496	-2.593	2.078
9.509	-2.560	2.119
9.467	-2.525	2.083
9.533	-2.540	2.075
9.506	-2.501	2.117
9.460	-2.584	2.129
9.433	-2.620	2.160
9.440	-2.561	2.178
9.502	-2.605	2.165
9.426	-2.498	2.135
9.531	-2.556	2.165
9.316	-2.690	2.211
9.408	-2.634	2.217
9.313	-2.714	2.279
9.311	-2.658	2.270
9.453	-2.641	2.241
9.401	-2.578	2.208
9.304	-2.592	2.249
9.391	-2.499	2.266
9.468	-2.592	2.238
9.492	-2.564	2.203
9.516	-2.605	2.219
9.535	-2.560	2.242
9.464	-2.518	2.206
9.415	-2.531	2.229
9.514	-2.502	2.194
9.502	-2.513	2.246
9.424	-2.588	2.270
9.483	-2.617	2.300
9.480	-2.563	2.291
9.535	-2.562	2.293
9.438	-2.513	2.279
9.487	-2.500	2.302
9.553	-2.692	2.086
9.614	-2.698	2.084
9.658	-2.674	2.086
9.610	-2.648	2.072
9.661	-2.628	2.058
9.626	-2.629	2.118
9.562	-2.734	2.119
9.630	-2.712	2.148
9.578	-2.677	2.126
9.576	-2.625	2.157
9.645	-2.663	2.150
9.693	-2.692	2.171
9.746	-2.724	2.183
9.709	-2.626	2.170
9.559	-2.617	2.102
9.577	-2.569	2.119
9.631	-2.580	2.105
9.573	-2.513	2.095
9.650	-2.531	2.098
9.596	-2.576	2.167
9.658	-2.576	2.149
9.623	-2.622	2.181
9.557	-2.505	2.155
9.610	-2.519	2.151
9.660	-2.520	2.150
9.743	-2.569	2.112
9.712	-2.560	2.159
9.715	-2.499	2.145
9.757	-2.529	2.143
9.635	-2.718	2.222
9.583	-2.625	2.223
9.655	-2.668	2.214
9.594	-2.628	2.283
9.663	-2.634	2.255
9.703	-2.730	2.214
9.726	-2.697	2.247
9.705	-2.648	2.225
9.779	-2.680	2.233
9.703	-2.657	2.279
9.762	-2.658	2.279
9.587	-2.572	2.220
9.660	-2.592	2.205
9.629	-2.579	2.247
9.564	-2.518	2.206
9.594	-2.507	2.247
9.627	-2.529	2.198
9.656	-2.499	2.230
9.586	-2.562	2.278
9.631	-2.568	2.302
9.558	-2.519	2.285
9.637	-2.521	2.272
9.601	-2.497	2.298
9.686	-2.563	2.239
9.746	-2.612	2.241
9.767	-2.562	2.232
9.725	-2.533	2.207
9.784	-2.513	2.213
9.691	-2.597	2.289
9.770	-2.566	2.308
9.682	-2.537	2.309
9.719	-2.497	2.302
9.756	-2.512	2.264
9.320	-2.702	2.373
9.295	-2.681	2.318
9.304	-2.629	2.318
9.321	-2.625	2.366
9.352	-2.682	2.313
9.328	-2.568	2.318
9.380	-2.599	2.371
9.328	-2.623	2.420
9.358	-2.581	2.424
9.310	-2.545	2.393
9.375	-2.549	2.378
9.441	-2.538	2.335
9.495	-2.540	2.333
9.531	-2.500	2.334
9.424	-2.565	2.414
9.532	-2.511	2.388
9.746	-2.631	2.352
9.570	-2.595	2.315
9.586	-2.539	2.326
9.583	-2.505	2.370
9.659	-2.552	2.360
9.648	-2.500	2.353
9.630	-2.566	2.418
9.554	-2.550	2.411
9.663	-2.522	2.405
9.700	-2.605	2.369
9.759	-2.567	2.367
9.715	-2.540	2.374
9.773	-2.510	2.319
9.758	-2.513	2.366
9.694	-2.589	2.422
9.738	-2.563	2.421
9.705	-2.499	2.423
9.759	-2.508	2.437
9.778	-2.575	2.462
9.790	-2.507	2.477
9.910	-2.665	2.167
10.039	-2.684	2.094
9.964	-2.676	2.136
9.941	-2.625	2.126
10.009	-2.655	2.132
9.975	-2.569	2.099
10.042	-2.602	2.102
9.970	-2.518	2.096
10.039	-2.545	2.115
9.969	-2.572	2.150
10.013	-2.605	2.148
9.827	-2.665	2.255
9.908	-2.539	2.205
9.830	-2.590	2.254
9.793	-2.609	2.292
9.805	-2.539	2.270
10.036	-2.599	2.215
9.972	-2.544	2.211
10.047	-2.552	2.186
10.015	-2.556	2.238
10.043	-2.514	2.223
10.038	-2.602	2.271
9.983	-2.529	2.278
10.102	-2.690	2.111
10.147	-2.659	2.106
10.075	-2.646	2.141
10.184	-2.625	2.118
10.238	-2.625	2.093
10.094	-2.572	2.095
10.125	-2.614	2.105
10.111	-2.530	2.119
10.164	-2.548	2.085
10.151	-2.501	2.071
10.064	-2.578	2.143
10.134	-2.569	2.141
10.057	-2.503	2.145
10.090	-2.537	2.166
10.161	-2.521	2.135
10.134	-2.510	2.176
10.222	-2.536	2.086
10.238	-2.547	2.146
10.208	-2.501	2.146
10.271	-2.497	2.150
10.169	-2.506	2.211
10.119	-2.527	2.229
10.142	-2.518	2.288
